nome,endereco,telefone,whatsapp,instagram,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps
Pastelaria e Pizzaria Tan,"R. Arnaud Guedes de Amorim, 97 - Coelho da Rocha, São João de Meriti - RJ, 25550-570",21) 97564-3978,,,,lanchonete,False,,4.6,,"São João de Meriti, RJ",,
JL Lanches,"R. Caiapó, 22 - Vila São João, São João de Meriti - RJ, 25570-210",,,,,lanchonete,False,,5.0,,"São João de Meriti, RJ",,
Point Do Lanche,"R. Urânio, 476 - Parque Alian, São João de Meriti - RJ, 25550-340",21) 99358-7799,,,,lanchonete,False,,4.7,,"São João de Meriti, RJ",,
GO LANCHES,"Atendimento&Zap (55)2197113 - 1090™R. Ex-Combatente, 31, R. Ex-Combatente, 31 - Coelho da Rocha, São João de Meriti - RJ, 25550-761",21) 96844-0009,,,,lanchonete,True,https://www.instagram.com/golanches/?hl=pt-br,4.7,,"São João de Meriti, RJ",,
Divino Fogão - Madureira,"Estr. do Portela, 222 - Madureira, Rio de Janeiro - RJ, 21351-050",,,,,lanchonete,False,,3.9,,"São João de Meriti, RJ",,
Família Delivery - Batata Recheada,"R. Anequira, 321 - Loja A - Cordovil, Rio de Janeiro - RJ, 21215-440",21) 99096-8476,,,,lanchonete,True,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/familia-delivery---batata-recheada-cordovil/899a9420-0cab-4242-96a0-05da54088219?UTM_Medium=share,5.0,,"São João de Meriti, RJ",,
ManoC lanches,"R. Paraíba, 479 - Centro, São João de Meriti - RJ, 25515-170",21) 97489-1377,,,,lanchonete,False,,5.0,,"São João de Meriti, RJ",,
Casa do Pastel,"R. Antônio Teles de Menezes, 62 - Centro, São João de Meriti - RJ, 25520-630",21) 2696-5449,,,,lanchonete,False,,4.2,,"São João de Meriti, RJ",,
Mercado Cambuci,"Rua Leopoldo Fróis, 20 - Pantanal, Duque de Caxias - RJ, 25040-325",,,,,supermercado,True,http://pt-br.facebook.com/SupermercadoCambuci/,4.1,,"São João de Meriti, RJ",,
Mercado Bom Preço - Eden,"Av. Dr. Délio Guaraná, 935 - Agostinho Porto, São João de Meriti - RJ, 25545-395",21) 99382-8178,,,,supermercado,False,,4.3,,"São João de Meriti, RJ",,
Supermercado Rio Sul - Pantanal,"R. Delgado de Carvalho, 189-191 - Pantanal, Duque de Caxias - RJ, 25040-165",,,,,supermercado,True,http://www.supermercadosriosul.com.br/,4.2,,"São João de Meriti, RJ",,
Supermarket Eden,"Av. Dr. Délio Guaraná, 133 - Éden, São João de Meriti - RJ, 21515-000",21) 2584-1572,,,,supermercado,True,https://redesupermarket.com.br/lojas/supermarket-eden/,4.3,,"São João de Meriti, RJ",,
Mercado Mirandão,"R. João Alves Tôrres Filho, 620-780 - Pantanal, Duque de Caxias - RJ, 25060-280",2759-2588,,,,supermercado,False,,3.8,,"São João de Meriti, RJ",,
Rede Economia Pantanal,"Rua Santiargos lagos - Pantanal, Duque de Caxias - RJ, 25041-455",21) 2652-5852,,,,supermercado,True,http://www.grupocab.com.br/,4.0,,"São João de Meriti, RJ",,
Rede Economia,"Pc Dr Rufino, R. Florisbela, 81 - Coelho da Rocha, São João de Meriti - RJ, 25550-570",3755-2239,,,,supermercado,True,http://www.redeconomia.com.br/,4.2,,"São João de Meriti, RJ",,
Mercearia Gabi,"Estrada José Adamian, n° 1 - Pantanal, Duque de Caxias - RJ, 25041-560",,,,,supermercado,False,,4.5,,"São João de Meriti, RJ",,
Mercearia Rei do Ofertao,"R. Julio Bara, 60 - Parque Fluminense, Duque de Caxias - RJ, 25041-715",,,,,supermercado,False,,4.4,,"São João de Meriti, RJ",,
Supermarket Éden,"Av. Dr. Délio Guaraná, 17 - Éden, São João de Meriti - RJ, 25545-100",21) 2584-1572,,,,supermercado,True,https://www.redesupermarket.com.br/,4.0,,"São João de Meriti, RJ",,
Mercado Multi Mix do Parque Suécia,"R. Dias Ribeiro, 36 - São José, Belford Roxo - RJ, 26190-250",21) 4131-0605,,,,supermercado,False,,3.9,,"São João de Meriti, RJ",,
Rainha do Íris Mercado Ltda.,"Av. Dep. Ulisses Guimarães - Jardim Metropole, São João de Meriti - RJ, 25570-270",21) 2751-4002,,,,supermercado,False,,4.2,,"São João de Meriti, RJ",,
Super Reis Mercado Eireli,"R. Rio de Janeiro, 6 - Vilar dos Teles, São João de Meriti - RJ, 25560-401",21) 2437-7180,,,,supermercado,False,,4.3,,"São João de Meriti, RJ",,
Rede Super Minas,"Av. Automóvel Clube - Glaucia, Belford Roxo - RJ, 26196-030",,,,,supermercado,False,,3.8,,"São João de Meriti, RJ",,
ATACADÃO DA CESTA BÁSICA OFICIAL,"R. Antônio García, 24 - Vilar dos Teles, São João de Meriti - RJ, 25565-130",21) 99922-2914,,,,supermercado,True,http://www.atacadaodacestabasica.com.br/,4.5,,"São João de Meriti, RJ",,
Mercado Ki Barato,"Av. Pernambucana, 1787 - Vila Rosali, São João de Meriti - RJ, 25510-430",21) 98877-9801,,,,supermercado,True,https://www.instagram.com/kibaratosjm/,5.0,,"São João de Meriti, RJ",,
Mercado Vila Rosali,"R. Dr. Agostinho Porto, 330 - Vila Rosali, São João de Meriti - RJ, 25510-292",21) 2756-3141,,,,supermercado,False,,4.2,,"São João de Meriti, RJ",,
Supermarket Coelho da Rocha,"Praça Dr Rufino, R. Florisbela, 124 - Coelho da Rocha, São João de Meriti - RJ, 25550-570",21) 99540-5000,,,,supermercado,True,https://redesupermarket.com.br/lojas/supermarket-coelho-da-rocha/,4.1,,"São João de Meriti, RJ",,
Atacadão - Belford Roxo,"Av. Jorge Júlio da Costa dos Santos, 200 - Centro, Belford Roxo - RJ, 26130-010",,,,,supermercado,False,,4.3,,"São João de Meriti, RJ",,
Mango Supermercado,"Av. Dep. Ulisses Guimarães, 436 - Jardim Nova California, São João de Meriti - RJ, 25571-250",21) 2651-2085,,,,supermercado,False,,5.0,,"São João de Meriti, RJ",,
Alfa & Ômega Material de Construção,"R. Estrela Dalva, 130 - Qd. 7 Lote 1 - Parque Araruama, São João de Meriti - RJ, 25585-130",21) 2650-7215,,,,material de construção,True,https://www.facebook.com/alfaeomegaconstrucao,4.3,,"São João de Meriti, RJ",,
MMC Home Center do Bairro (Material de Construção),"Av. Dr. Délio Guaraná, 468 - Éden, São João de Meriti - RJ, 25545-100",21) 98858-8983,,,,material de construção,True,http://www.mmchomecenter.com.br/,4.5,,"São João de Meriti, RJ",,
Casa e Lar Formiguinha,"Av. Dr. Délio Guaraná, 777 - Éden, São João de Meriti - RJ, 25545-100",21) 2756-0253,,,,material de construção,False,,4.7,,"São João de Meriti, RJ",,
J S Santos Bazar Material De Construção,"R. Inácio Serra, 98 - Vila Tiradentes, São João de Meriti - RJ, 25525-261",21) 97161-6677,,,,material de construção,False,,4.4,,"São João de Meriti, RJ",,
Sabrina Lajes & Material de Construção,"Av. Euclídes da Cunha, 570 - Vila São João, São João de Meriti - RJ, 25570-162",21) 2696-2993,,,,material de construção,True,http://sabrinalajes.blogspot.com/,4.5,,"São João de Meriti, RJ",,
L. A. Construção,"Avenida Pernanbucana s/n - São João de Meriti, Rio de Janeiro - RJ, 25510-430",21) 2752-8462,,,,material de construção,False,,4.9,,"São João de Meriti, RJ",,
CARIOCA PISOS LAMINADOS E PISOS VINILICOS,"R. Hermengarda, 575 - Méier, Rio de Janeiro - RJ, 20710-010",21) 3905-8000,,,,material de construção,True,http://www.cariocapisos.com/,4.7,,"São João de Meriti, RJ",,
Antônio e Flor Materiais de Construção,"R. Henrique Braga, 518 - Osvaldo Cruz, Rio de Janeiro - RJ, 21341-180",21) 3449-5881,,,,material de construção,False,,4.3,,"São João de Meriti, RJ",,
Bazar 144 Material de Construções,"R. Adriano, 144 - Todos os Santos, Rio de Janeiro - RJ, 20735-300",21) 99943-9873,,,,material de construção,False,,4.5,,"São João de Meriti, RJ",,
TrenaMar Distribuidor de Mat.de Construção,"R. Gáspar, 39 - Pilares, Rio de Janeiro - RJ, 20750-080",21) 2229-3334,,,,material de construção,True,https://trenamar.com.br/,4.7,,"São João de Meriti, RJ",,
Idola Material de Construção,"R. Cândido Benício, 1176 - Praça Seca, Rio de Janeiro - RJ, 21321-803",21) 97252-9873,,,,material de construção,False,,5.0,,"São João de Meriti, RJ",,
Tem Tudo Materiais De Construção,"Av. Miguel Couto - Jardim Olavo Bilac, São João de Meriti - RJ, 25575-580",21) 98371-1322,,,,material de construção,True,https://www.instagram.com/temtudo.300/,4.3,,"São João de Meriti, RJ",,
Duda Mafra Materiais Para Construção,"Av. Dom Hélder Câmara, 4716 - Del Castilho, Rio de Janeiro - RJ, 20771-003",21) 3986-8815,,,,material de construção,False,,3.5,,"São João de Meriti, RJ",,
Bazar Kuanza Materiais de Construção Ltda,"R. Amália, 57 - Quintino Bocaiúva, Rio de Janeiro - RJ, 21380-400",21) 2592-1973,,,,material de construção,False,,4.5,,"São João de Meriti, RJ",,
REAL MATERIAIS DE CONSTRUÇÃO,"Av. Dom Hélder Câmara, 9641 - Cascadura, Rio de Janeiro - RJ, 21380-008",21) 3274-3981,,,,material de construção,False,,4.3,,"São João de Meriti, RJ",,
Severino tem quase tudo - Materiais de construção,"Estr. do Pau-Ferro, 320 - loja A - Pechincha, Rio de Janeiro - RJ, 22743-051",21) 96487-9734,,,,material de construção,True,https://wa.me/5521964879734,5.0,,"São João de Meriti, RJ",,
Casa dois Santos de Meriti Materiais de Construção,"Av. Getúlio de Moura, 1146 - Agostinho Porto, São João de Meriti - RJ, 25520-661",21) 97437-4031,,,,material de construção,False,,4.2,,"São João de Meriti, RJ",,
PADROEIRA MATERIAL DE CONSTRUÇÃO,"Av. Geremário Dantas, 124 - Tanque, Rio de Janeiro - RJ, 22735-015",21) 4108-2622,,,,material de construção,False,,5.0,,"São João de Meriti, RJ",,
Fuzion Loja de Materiais de Construção Curicica,"R. Ibipira, 1 - Curicica, Rio de Janeiro - RJ, 22780-801",21) 98285-2549,,,,material de construção,False,,5.0,,"São João de Meriti, RJ",,
Estrelamar da Freguesia Materiais de Construção,"R. Ituverava, 208 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22750-006",21) 2436-4252,,,,material de construção,True,http://www.estrelamarconstrucao.com.br/,4.6,,"São João de Meriti, RJ",,
Auto Escola Pinheiro(São João de Meriti),"Av. Dr. Arruda Negreiros, 411 - Centro, São João de Meriti - RJ, 25520-001",21) 2656-8847,,,,auto escola,False,,4.6,,"São João de Meriti, RJ",,
Autoescola Casa Grande São João de Meriti,"R. Pastor Joaquim Rosa - Vilar dos Teles, São João de Meriti - RJ, 25555-681",21) 3668-6068,,,,auto escola,True,https://www.instagram.com/casagrandeautoescola/,4.3,,"São João de Meriti, RJ",,
Autoescola Sinal Verde,"Av. Presidente Tancredo Neves, 1079 - Parque Sao Nicolau, São João de Meriti - RJ, 25530-000",21) 96828-4443,,,,auto escola,False,,4.7,,"São João de Meriti, RJ",,
Autoescola Soberana de São João,"R. Manoel Machado Nunes, 86 - Centro, São João de Meriti - RJ, 25520-610",21) 99837-2962,,,,auto escola,False,,5.0,,"São João de Meriti, RJ",,
Minero Auto escola,"R. Salvador, 497 - Jardim Jose Bonifacio, São João de Meriti - RJ, 25565-370",21) 97250-9008,,,,auto escola,False,,5.0,,"São João de Meriti, RJ",,
Autoescola Cfc Reliquia,"R. Jardim Botânico, 31 - quadra 207 loja B - Vilar dos Teles, São João de Meriti - RJ, 25576-140",21) 97208-0658,,,,auto escola,False,,5.0,,"São João de Meriti, RJ",,
Auto Escola Rosa de Saron,"R. Cícero, 20 - Pavuna, Rio de Janeiro - RJ, 21532-390",21) 2407-6187,,,,auto escola,True,"https://wa.me/5521964027958?text=%E2%80%9DOl%C3%A1,Estava%20pesquisando%20no%20Google%20e%20Gostaria%20de%20fazer%20um%20or%C3%A7amento.%E2%80%9D",4.9,,"São João de Meriti, RJ",,
Autoescola Alfaville,"Av. Comendador Teles, 2216 - Vilar dos Teles, São João de Meriti - RJ, 25561-162",21) 97036-5125,,,,auto escola,True,https://www.instagram.com/cfcalfaville?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,5.0,,"São João de Meriti, RJ",,
Picasso,"Av. Comendador Teles - Vilar dos Teles, São João de Meriti - RJ, 25561-970",21) 3755-2519,,,,auto escola,False,,4.3,,"São João de Meriti, RJ",,
Autoescola Diniz Pavuna,"Rua Sargento Dermeval Gil, 172 - Pavuna, Rio de Janeiro - RJ, 21520-450",21) 97747-4917,,,,auto escola,True,https://www.instagram.com/autoescoladinizpavuna/,5.0,,"São João de Meriti, RJ",,
Auto Escola Redentor,"Av. Automóvel Clube, 485 - Glaucia, Belford Roxo - RJ, 26196-030",21) 3752-7474,,,,auto escola,False,,4.8,,"São João de Meriti, RJ",,
CFC VILLAR CENTRO DE FORMAÇÃO DE CONDUTORES,"ao lado do Banco Itau - R. Jacatirão, 17 - Vilar dos Teles, São João de Meriti - RJ, 25561-411",21) 3752-3652,,,,auto escola,False,,5.0,,"São João de Meriti, RJ",,
Auto escola do Vilar,"Av. Dep. José da Costa França - Vilar dos Teles, São João de Meriti - RJ, 25555-783",21) 2751-5421,,,,auto escola,False,,5.0,,"São João de Meriti, RJ",,
Auto Escola Casa Grande-Jd.Redentor,"Av. Automóvel Clube, Lote 20 Quadra 03 - Glaucia, Belford Roxo - RJ, 26196-030",21) 2786-3298,,,,auto escola,False,,4.3,,"São João de Meriti, RJ",,
Treinar na Oficina/ Escola de Mecânica de Automóveis em São João de Meriti / RJ,"R. São João Batista, 790 - Centro, São João de Meriti - RJ, 25515-520",21) 97420-9659,,,,auto escola,True,http://www.vemprasmart.com.br/,,,"São João de Meriti, RJ",,
Autoescola Vilar,"R. Jacatirão, 10 - Vilar dos Teles, São João de Meriti - RJ, 25561-411",,,,,auto escola,False,,,,"São João de Meriti, RJ",,
Auto Escola Redentor Eden,"R. Valdir Lafuente Freire, 386 - Éden, São João de Meriti - RJ, 25545-095",21) 97154-9998,,,,auto escola,False,,,,"São João de Meriti, RJ",,
Autoescola Thissaleia,"Av. Benjamin Pinto Dias, 442 - Centro, Belford Roxo - RJ, 26130-000",21) 2661-0885,,,,auto escola,True,https://www.autoescolathissaleia.com.br/,4.9,,"São João de Meriti, RJ",,
Autoescola Inovação Belford Roxo,"R. Itaiara, 209 - Bairro das Graças, Belford Roxo - RJ, 26113-400",21) 2663-8539,,,,auto escola,True,https://politicadeprivacidade-rvt.my.canva.site/site-de-fitness-estilo-gradiente-marrom-escuro-rosa-neon,5.0,,"São João de Meriti, RJ",,
AUTO MOTO ESCOLA USA,"Av. Florípes da Rocha, 85 - Centro, Belford Roxo - RJ, 26113-340",21) 2759-9253,,,,auto escola,False,,4.6,,"São João de Meriti, RJ",,
Time Clean,"R. Capivari, 152 - Vilar dos Teles, São João de Meriti - RJ, 25561-362",21) 96493-9073,,,,lavanderia,True,http://timeclean.com.br/,4.4,,"São João de Meriti, RJ",,
lavanderia Siqueira,"Av. Arthur Antônio Sendas, número 2349 - Araruama, São João de Meriti - RJ, 25585-021",21) 2771-3944,,,,lavanderia,False,,,,"São João de Meriti, RJ",,
Mar Clean Produtos de Limpeza,"Av. Presidente Lincoln, n° 668 - Jardim Meriti, São João de Meriti - RJ, 25555-201",21) 97087-4475,,,,lavanderia,True,https://www.marclean.com.br/,4.6,,"São João de Meriti, RJ",,
021Detail,"R. Antônio Carlos Monteiro da Silva, 1500 - Jardim Meriti, São João de Meriti - RJ, 25555-091",21) 97941-7181,,,,lavanderia,True,https://www.instagram.com/021detail_?igsh=MTdsMWp0dDRodW1wNg==,5.0,,"São João de Meriti, RJ",,
Lavanderia João e Inez,"A, Av. Meriti, 3843 - Vista Alegre, Rio de Janeiro - RJ, 21250-141",21) 3351-7323,,,,lavanderia,False,,5.0,,"São João de Meriti, RJ",,
Lave&Pegue lavanderia,"Av. Jorge Júlio da Costa dos Santos, 800 - Centro, Belford Roxo - RJ, 26130-010",21) 95932-7262,,,,lavanderia,False,,5.0,,"São João de Meriti, RJ",,
Lavamax Lavanderia,"Estr. da Água Grande, 19 - B, Rio de Janeiro - RJ, 21230-362",21) 96463-6344,,,,lavanderia,True,https://www.facebook.com/lavamaxlavanderiarj/,4.8,,"São João de Meriti, RJ",,
Lavanderia,"ao lado do escritório de contabilidade Álvares - R. Cardoso Bessa, 49 - Centro, Duque de Caxias - RJ, 25075-020",21) 97365-6133,,,,lavanderia,False,,4.2,,"São João de Meriti, RJ",,
Sindicato dos Trabalhadores nas Industrias do Vestuário Estamparia e Lavanderia dos Municípios da Baixada Fluminense,"R. Egas Muniz, 110 - Sala 202 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",21) 2491-7236,,,,lavanderia,True,https://stivel.org.br/,2.3,,"São João de Meriti, RJ",,
A S lavanderia,"R. Monte Caseiros, 48 - Piam, Belford Roxo - RJ, 26112-680",21) 3748-2614,,,,lavanderia,True,https://g.co/kgs/3UpqBFT,5.0,,"São João de Meriti, RJ",,
Lave Mais - Lavagem de tapete e sofá - RJ,"R. Murilo da Conceição, 481 - Rocha Sobrinho, Mesquita - RJ, 26572-320",21) 98649-5685,,,,lavanderia,True,http://lavemaisestofados.com.br/,5.0,,"São João de Meriti, RJ",,
JM lavanderia,"R. Medéia, 185 - Edson Passos, Mesquita - RJ, 26587-830",21) 99174-9572,,,,lavanderia,False,,5.0,,"São João de Meriti, RJ",,
DC Lavagem a Seco Nova Iguaçu RJ,"R. Jaguaré, 288 - Diana, Nova Iguaçu - RJ, 26010-410",21) 96417-8711,,,,lavanderia,True,http://www.facebook.com/dclavagemaseco,4.6,,"São João de Meriti, RJ",,
Elim Lavanderia,"R. Oscar Soares, 448C - Califórnia, Nova Iguaçu - RJ, 26220-099",21) 97426-1296,,,,lavanderia,True,http://www.elimlavanderia.com.br/,5.0,,"São João de Meriti, RJ",,
LAVA & SECA LAVANDERIA SELF SERVICE,"R. Pedro Á. Cabral, 219 - loja 203A - Centro, Nilópolis - RJ, 26525-051",21) 99595-5180,,,,lavanderia,False,,5.0,,"São João de Meriti, RJ",,
Pinta e Borda - Camisas e Uniformes,"R. Itapore, 7 - Vilar dos Teles, São João de Meriti - RJ, 25560-490",21) 96459-7884,,,,lavanderia,False,,4.1,,"São João de Meriti, RJ",,
Lavanderia Ana Maria,"R. Dep. Darcílio Ayres Raunhetti, 150 - Rancho Novo, Nova Iguaçu - RJ, 26012-315",24) 99276-9062,,,,lavanderia,False,,5.0,,"São João de Meriti, RJ",,
Lavility Lavanderia,"Av. Abílio Augusto Távora, 1328 - Luz, Nova Iguaçu - RJ, 26255-350",21) 2767-7246,,,,lavanderia,False,,4.6,,"São João de Meriti, RJ",,
Alpina lavanderia industrial,"R. Acalifa, 29 - Margarida, Nova Iguaçu - RJ, 26010-670",21) 99251-7684,,,,lavanderia,False,,4.3,,"São João de Meriti, RJ",,
RB ESTÉTICA AUTOMOTIVA E RESIDENCIAL,"R. Pastor Joaquim Rosa, S/N - LT 03, QD 52 - Vilar dos Teles, São João de Meriti - RJ, 25555-681",21) 96552-5879,,,,lavanderia,False,,4.5,,"São João de Meriti, RJ",,
Floricultura Celeste Flores (Warley Antonio da Silva),"R. Martins Pena, 63 - Vila São Luis, Duque de Caxias - RJ, 25086-131",21) 96900-0473,,,,floricultura,True,https://wa.me/5521969000473,4.9,,"São João de Meriti, RJ",,
Tavile Floricultura,"Transversal com a Urânio ao lado da Padaria do Michel - R. João de Matos Filho, N° 210 - Parque Alian, São João de Meriti - RJ, 25550-442",21) 99070-7190,,,,floricultura,False,,5.0,,"São João de Meriti, RJ",,
A ROSA FLORAL,"Av. Automóvel Clube, 2384 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",21) 97912-1647,,,,floricultura,True,https://www.instagram.com/arosafloral/profilecard/?igsh=NG9sZ3J3eWYzZnIx,5.0,,"São João de Meriti, RJ",,
Óticas Carol - Centro São João de Meriti,"R. Gessyr Gonçalves Fontes, 210 - Centro, São João de Meriti - RJ, 25520-570",21) 98985-7426,,,,ótica,True,https://www.oticascarol.com.br/,4.8,,"São João de Meriti, RJ",,
Óticas Donna,"R. da Matriz, 217 - loja 26 - Centro, São João de Meriti - RJ, 25520-640",21) 99497-6223,,,,ótica,False,,5.0,,"São João de Meriti, RJ",,
Ótica Visão Central - São João de Meriti,"Av. Automóvel Clube, 63 - loja f - Centro, São João de Meriti - RJ, 25515-125",21) 97436-1025,,,,ótica,True,http://www.oticavisaocentral.com.br/,4.9,,"São João de Meriti, RJ",,
Ótica Visual,"R. Dr. Oscár Santa Maria, 520 - Éden, São João de Meriti - RJ, 25545-160",21) 96425-4851,,,,ótica,True,https://www.instagram.com/oticavisual.rj/,5.0,,"São João de Meriti, RJ",,
Ótica Nizza,"R. Grinaldina Moreira, 491 - Éden, São João de Meriti - RJ, 25535-014",21) 99036-6856,,,,ótica,False,,5.0,,"São João de Meriti, RJ",,
Ótica Nova Meriti,"R. Manoel Machado Nunes, 51 - Centro, São João de Meriti - RJ, 25520-610",21) 2656-1573,,,,ótica,False,,5.0,,"São João de Meriti, RJ",,
Ótica Ativa,"R. Valdir Lafuente Freire, 68 - Éden, São João de Meriti - RJ, 25540-000",21) 99791-6867,,,,ótica,False,,4.8,,"São João de Meriti, RJ",,
Ótica Ecônomica,"R. Antônio Teles de Menezes, 77 - Centro, São João de Meriti - RJ, 25520-630",21) 2696-5107,,,,ótica,False,,4.0,,"São João de Meriti, RJ",,
Projeto Ótica Para o Povo | Unidade Vilar dos Teles,"Av. Automóvel Clube, 2456 - loja 06 e 07 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",21) 99992-5929,,,,ótica,True,https://www.instagram.com/projetovilardosteles?igsh=MXgxczVnN3g0bnRwZQ==,4.8,,"São João de Meriti, RJ",,
