nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao,motivo_filtro_final
Restaurante e Churrascaria Amigos,"São João de Meriti, RJ",restaurante,21) 2752-2555,"R. Juparanã, 1350 - Loja 6 - Parque Barreto, São João de Meriti - RJ, 25565-360",4.5,,False,vadinhodacosta@ibest.com.br,cnpj,negocio_direto,90,dominio proprio,ok
AR vidros,"São João de Meriti, RJ",vidraçaria,21) 96810-6242,,5.0,,False,carlos@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Acqua Fitness BR,"Belford Roxo, RJ",academia,21) 96431-5609,"Av. Joaquim da Costa Lima, LT 08 - qd 71 - Parque Sao Vicente, Belford Roxo - RJ, 26170-485",4.3,,False,contato@institutoacqua.org.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
TAVERNA DO TROLL PUB BURGER,"Belford Roxo, RJ",bar,,"R. Renan Souza Silva, 360 - Jardim Redentor, Belford Roxo - RJ, 26110-760",4.7,,False,contato@livrariataverna.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Nosso Estilo,"Belford Roxo, RJ",barbearia,,"Rua Jesus Castor, 53 - Areia Branca, Belford Roxo - RJ, 26112-280",4.9,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
ADRIANO SERVIÇOS DE ELETRICISTA EM INSTALAÇÕES E MANUTENÇOES PREDIAIS E RESIDÊNCIAIS,"Belford Roxo, RJ",eletricista,21) 99677-6608,"Estr. do sarapuí, 117 - Santa Teresa, Belford Roxo - RJ, 26193-575",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marcenaria Salazar,"Belford Roxo, RJ",marcenaria,21) 98175-9368,"Rua Itaiu, 52 - Bairro das Graças, Belford Roxo - RJ, 26113-411",4.3,,False,contato@marcena.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marcenaria arte Móveis,"Belford Roxo, RJ",marcenaria,21) 3771-4658,"Av. Joaquim da Costa Lima, 3010 - São Bernardo, Belford Roxo - RJ, 26165-225",3.7,,False,contato@marcena.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Pinturas e reforma em geral em Niterói,"Belford Roxo, RJ",pintor,21) 97114-2656,"R. Neuza, 7 - Maringá, Belford Roxo - RJ, 26177-040",5.0,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Studio Charme Beauty,"Belford Roxo, RJ",salão de beleza,21) 99305-7764,"R. Teotônio do Valê, 02 - Qd N - Parque Martinho, Belford Roxo - RJ, 26185-310",5.0,,False,contato@ancora.cnt.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Impacto,"Belford Roxo, RJ",serralheria,21) 98081-3848,"Estr. Dr. Plínio Casado, 3496 - Prata, Belford Roxo - RJ, 26127-780",4.3,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Lucas Silva,"Belford Roxo, RJ",serralheria,21) 96692-5612,"Próximo a - Parque Jordao, Belford Roxo - RJ, 26177-210",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Sousa,"Belford Roxo, RJ",serralheria,,"R. Palmas, 1119 - Santa Amélia, Belford Roxo - RJ, 26113-760",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria do Fabinho,"Belford Roxo, RJ",serralheria,21) 97524-6031,"Rua Venâncio Adres, 39 - Gramacho, Duque de Caxias - RJ, 25035-340",4.8,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria e Vidraçaria WL,"Belford Roxo, RJ",serralheria,21) 3036-9326,"Estr. Aníbal da Mota, 2174 - Jardim Limeira, Belford Roxo - RJ, 26190-060",3.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria e vidraçaria novo tempo,"Belford Roxo, RJ",serralheria,21) 98660-5320,"Estr. Aníbal da Mota, 9 - Parque Sao Jose, Belford Roxo - RJ, 26190-060",3.7,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria jre,"Belford Roxo, RJ",serralheria,21) 96417-2507,"R. Carbureto - Parque dos Ferreiras, Belford Roxo - RJ, 26183-840",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria & Vidraçaria - Esquadria de Ferro e Alumínio,"Belford Roxo, RJ",vidraçaria,21) 2662-5549,"Av. Automóvel Clube, 326 - Jardim Gláucia, Belford Roxo - RJ, 26196-030",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria & Vidraçaria Ezequiel (S&VE),"Belford Roxo, RJ",vidraçaria,21) 97686-7308,"R. Itabaia, 2 - 4 - quadra d - Lote XV, Belford Roxo - RJ, 26185-030",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria E Vidraçaria WJ Israel,"Belford Roxo, RJ",vidraçaria,96442-5907,"Av. Gomes Freire, 59 - Quadra A - Pantanal, Duque de Caxias - RJ, 25040-160",3.7,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Studio Fitness Personalizado Denilda Amaro,"Duque de Caxias, RJ",academia,,"Av. Rio Branco, 1686 - Vila Leopoldina, Duque de Caxias - RJ, 25035-246",5.0,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Costa e Dias Advocacia Previdenciária,"Duque de Caxias, RJ",advogado,21) 96411-3138,"Av. Pres. Vargas, 16 - Jardim 25 de Agosto, Duque de Caxias - RJ, 25070-330",5.0,,False,contato@costaedias.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Pinheiro & Goes Advogados Associados em Duque de Caxias,"Duque de Caxias, RJ",advogado,21) 2674-0740,"Rua Iracema de Alencar, 31 - Gramacho, Duque de Caxias - RJ, 25035-090",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
AUTOESCOLA GABY,"Duque de Caxias, RJ",auto escola,21) 3135-6773,"Av. Nilo Peçanha, 1270 - Parque Lafaiete, Duque de Caxias - RJ, 25015-005",5.0,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Cirproc Saúde - Clínica Médica Duque de Caxias,"Duque de Caxias, RJ",clínica médica,21) 96631-2550,"Rua Mariano Sendra dos Santos, 88 - Salas 507 e 508, 5º andar - Centro, Duque de Caxias - RJ, 25010-080",4.5,,False,contato@cirprocsaude.com,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Centro Veterinário Doutor Joaquim,"Duque de Caxias, RJ",clínica veterinária,21) 2783-8334,"R. Mal. Hermes, 504 - Vila São Luis, Duque de Caxias - RJ, 25065-115",4.9,,False,contato@doutorjoaquim.vet.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Clinica Veterinária Apaixonados por Quatro Patas - Unidade Caxias 2 (Centro),"Duque de Caxias, RJ",clínica veterinária,21) 96591-4644,"Av. Governador Leonel de Moura Brizola, 938 - Centro, Duque de Caxias - RJ, 25010-002",4.2,,False,contato@apaixonadosporquatropatas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Pet Mais Caxias,"Duque de Caxias, RJ",clínica veterinária,21) 3864-5832,"Av. República do Paraguai, 810 - Vila Sarapui, Duque de Caxias - RJ, 25050-100",4.6,,False,contato@petmaiss.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Padaria e Confeitaria Djamar,"Duque de Caxias, RJ",confeitaria,21) 3653-0456,"Av. Dr. Laureano, 204 - Vila São Luis, Duque de Caxias - RJ, 25060-220",4.2,,False,contato@guiafacil.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Colégio Alfa,"Duque de Caxias, RJ",curso pré-vestibular,21) 2671-4730,"R. Emília Nunes Costa, 344 - Centro, Duque de Caxias - RJ, 25010-210",,,False,contato@alfacolegio.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Curso UM,"Duque de Caxias, RJ",curso pré-vestibular,21) 97902-6146,"CENTRO DE CAXIAS - Av. Governador Leonel de Moura Brizola, 1243 - SALA 302 - Centro, Duque de Caxias - RJ, 25070-070",5.0,,False,contato@cursoum.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Sorria Rio - Duque de Caxias,"Duque de Caxias, RJ",dentista,21) 3842-1001,"Av. Nilo Peçanha, 381 - Centro, Duque de Caxias - RJ, 25010-145",4.2,,False,contato@sorriario.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Kadosh instalações elétricas,"Duque de Caxias, RJ",eletricista,21) 99288-1786,,5.0,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Elm soluções e reformas,"Duque de Caxias, RJ",encanador,,"R. Abaeté, 23 - Jardim Gramacho, Duque de Caxias - RJ, 25055-350",3.7,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Drogarias 7 Estrelas,"Duque de Caxias, RJ",farmácia,21) 99934-1832,"Av. Alm. Jaceguaí, SN - Quadra 60, Lote 10 - Vila Rosário, Duque de Caxias - RJ, 25040-330",4.9,,False,contato@portaldenegocio.net.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Adlinez Flores & Cia,"Duque de Caxias, RJ",floricultura,21) 97372-3944,"R. Agostinho de Oliveira, 651 - Jardim Primavera, Duque de Caxias - RJ, 25222-000",4.8,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Reginaldo silva Imobiliaria,"Duque de Caxias, RJ",imobiliária,21) 2772-4580,"Av. Brasil, 120 - Loja - Vila São Luis, Duque de Caxias - RJ, 25065-172",3.6,,False,contato@reginaldosilvaimobiliaria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Brisa Joias Oficial,"Duque de Caxias, RJ",joalheria,21) 99280-3634,"Av. Automóvel Clube, 48 - loja 106 - Santa Cruz da Serra, Duque de Caxias - RJ, 25260-000",4.9,,False,contato@brisajoias.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Pie House,"Duque de Caxias, RJ",lanchonete,21) 96021-0798,"Av. Governador Leonel de Moura Brizola, 1761 - Centro, Duque de Caxias - RJ, 25035-008",4.5,,False,contato@parafa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Lava&leve Lavanderia (Delivery),"Duque de Caxias, RJ",lavanderia,21) 97981-6107,,5.0,,False,contato@lavolimpo.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Lavanderia,"Duque de Caxias, RJ",lavanderia,21) 97365-6133,"ao lado do escritório de contabilidade Álvares - R. Cardoso Bessa, 49 - Centro, Duque de Caxias - RJ, 25075-020",4.2,,False,contato@lavolimpo.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Premium Lavanderia,"Duque de Caxias, RJ",lavanderia,,"R. Nicarágua, 175 - Loja F - Penha, Rio de Janeiro - RJ, 21020-050",4.8,,False,contato@lavolimpo.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Silva's Clean,"Duque de Caxias, RJ",lavanderia,21) 98204-3910,,,,False,contato@drlimpclean.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Cicle São Jorge,"Duque de Caxias, RJ",loja de bicicleta,21) 98521-3470,"Av. Pres. Kennedy, 10116 - Centro, Duque de Caxias - RJ, 25040-004",5.0,,False,contato@ces-j.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Dantas Bike,"Duque de Caxias, RJ",loja de bicicleta,,"R. Beira Linha, 236 - São Bento, Duque de Caxias - RJ, 25045-420",5.0,,False,vendas@dantasbikes.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
MATEUS CELL,"Duque de Caxias, RJ",loja de celulares,,"Av. Fernando Ferrari - Parque Fluminense, Duque de Caxias - RJ, 25041-308",5.0,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Lumier Móveis,"Duque de Caxias, RJ",loja de móveis,21) 2783-2961,"Rua Iracema de Alencar, 354 - Vila Leopoldina, Duque de Caxias - RJ, 25035-090",4.3,,False,contato@lumiermoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marceneiro Luiz Carlos - RJ,"Duque de Caxias, RJ",marcenaria,21) 2771-3105,"R. Suruí, 227 - Dr. Laureano, Duque de Caxias - RJ, 25060-150",5.0,,False,contato@monfardinimadeiras.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Bazar Fashion,"Duque de Caxias, RJ",papelaria,21) 99292-3943,"R. Delgado de Carvalho, 203 - Vila Rosário, Duque de Caxias - RJ, 25040-240",5.0,,False,contato@bazaarfashion.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Restaurante Rei do Bacalhau Rio Petropolis,"Duque de Caxias, RJ",restaurante,21) 3842-7070,"Rod. Washington Luiz, 2154 - Vila Guanabara, Duque de Caxias - RJ, 25085-009",4.5,,False,reservas@reidobacalhaurp.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Spaço Rosa,"Duque de Caxias, RJ",salão de beleza,21) 2673-5300,"R. Ten. José Dias, 479 - Vila Flavia, Duque de Caxias - RJ, 25010-305",4.2,,False,contato@bgassociados.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Academia Sport Fit,"Itaguaí, RJ",academia,21) 96436-8016,"R. Rev. Otávio Luís Viêira, 10 - Centro, Itaguaí - RJ, 23815-150",4.7,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Espaço Zen Fitness Center,"Itaguaí, RJ",academia,,"Rua Antônio Maurício - Centro, Itaguaí - RJ, 23815-120",4.5,,False,contato@espacozenacademia.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Casinha de bolo Itaguaí,"Itaguaí, RJ",confeitaria,21) 98924-3458,"R. João Simões de Souza, 8 - quadra 16 - Vila Margarida, Itaguaí - RJ, 23822-025",4.6,,False,contato@casinhasjoaoemaria.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Contador Marcelo Gomes - Contabilidade em Itaguaí - RJ,"Itaguaí, RJ",contador,21) 99766-2847,,5.0,,False,contato@cfmarica.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Profab Contabilidade Ltda Itaguai RJ,"Itaguaí, RJ",contador,21) 96406-3120,"R. Arabela Rangel Pereira, S/N - Engenho, Itaguaí - RJ, 23820-080",5.0,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Nova Aliança Imobiliaria,"Itaguaí, RJ",imobiliária,21) 3781-0580,"Estr. Ari Parreiras, 399 - sala 103 - Centro, Itaguaí - RJ, 23815-210",2.3,,False,contato@seuemail.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Pizza em Casa,"Itaguaí, RJ",pizzaria,21) 2687-8490,"Av. Gov. Amaral Peixoto, 1238 - Coroa Grande, Itaguaí - RJ, 23826-400",4.3,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria,"Itaguaí, RJ",serralheria,21) 2688-4444,"Av. Paulo de Frontin, 148 - Centro, Itaguaí - RJ, 23815-490",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Super Barra de Itaguaí,"Itaguaí, RJ",serralheria,21) 97592-3683,"Av. Prefeito - Av. Pref. Isoldackson Cruz de Brito, 1 - A N° 309 - Vila Margarida, Itaguaí - RJ, 23825-840",,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Instituto Superar,"Japeri, RJ",academia,21) 99747-2531,"R. Chiquita dos Réis, 81 - Centro de Japeri, Japeri - RJ, 26435-260",4.9,,False,contato@institutosuperar.org.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Primefit Academia,"Japeri, RJ",academia,21) 97301-6536,"Estr. Ari Schiavo, 6 - QD O - Dos Eucaliptos, Japeri - RJ, 26445-325",5.0,,False,contato@primefitacademia.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
A. L.Teixeira Advocacia & Consultoria,"Japeri, RJ",advogado,21) 99088-0266,"Aveida Francisco Antônio Russo 26 Sobreloja - Eng. Pedreira, Japeri - RJ, 26445-140",4.0,,False,contato@alteixeiraadv.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Kanto's Beer,"Japeri, RJ",bar,21) 96401-4212,"Estr. do Daniel, 13 - Eng. Pedreira, Japeri - RJ, 26420-240",4.3,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Viver Clínica Médica,"Japeri, RJ",clínica médica,2663-0445,"Av. Irmãos Guinle, 725 - Vila das Mangueiras, Queimados - RJ, 26323-130",4.4,,False,contato@viverclinicamedica.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Dedezacake confeitaria e café,"Japeri, RJ",confeitaria,21) 97014-0825,"R. Apucarana, 1 - Parque Mucaja, Japeri - RJ, 26420-243",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Que seja caseiro,"Japeri, RJ",confeitaria,21) 96699-2277,"R. Guaíba, 51 - Parque Mucaja, Japeri - RJ, 26425-044",5.0,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
CF Contabilidade Japeri,"Japeri, RJ",contador,21) 97633-8507,"R. Oliveira Salazar, 128 - Jardim Transmontano, Japeri - RJ, 26453-210",,,False,contato@cfjaperi.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Diogo eletricista( eletrotécnico com CRT),"Japeri, RJ",eletricista,21) 96959-7912,"R. Fernando de Noronha, 361 - Jardim Paraiso, São João de Meriti - RJ, 25571-120",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Ge-Tech Soluções Elétricas – Eletricista em São João de Meriti - RJ,"Japeri, RJ",eletricista,21) 99086-2431,"R. Tulípa, 121 - Jardim Olavo Bilac, São João de Meriti - RJ, 25575-280",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Souza Farma,"Japeri, RJ",farmácia,21) 97450-2257,"Av. Tancredo Neves, 42 - Lt 01 QD77 - Parque Mucaja, Japeri - RJ, 26420-243",5.0,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Floricultura Nathalia Flores,"Japeri, RJ",floricultura,21) 98823-6393,"R. Ver. Marinho Hemeterio Oliveira - de oliveira, Queimados - RJ, 26323-292",4.6,,False,contato@uniflores.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Rosa de Saron Flores,"Japeri, RJ",floricultura,21) 2764-0285,"Estr. Luiz Mário da Rocha Lima, 1132 - Austin, Nova Iguaçu - RJ, 26086-070",4.8,,False,contato@floriculturarosadesaron.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
DENIS MÓVEIS,"Japeri, RJ",loja de móveis,,"Av. dos Alpes - Alecrim, Japeri - RJ, 26455-360",,,False,contato@denisantiguidades.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Ponto Do Charme,"Japeri, RJ",loja de móveis,,"Av. Genésio Pereira Viléla, 68 - Eng. Pedreira, Japeri - RJ, 26430-240",5.0,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marcenaria Original,"Japeri, RJ",marcenaria,21) 96876-4324,"R. Serpa Pinto - Parque Santo Antonio, Japeri - RJ, 26465-210",2.5,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Medida certa marcenaria e montadora,"Japeri, RJ",marcenaria,21) 98701-9638,"Av. Javarí - Jardim Delamare, Japeri - RJ, 26465-300",,,False,contato@solucaomarcenaria.com.br,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Bazar Gonçalves material de construção,"Japeri, RJ",material de construção,21) 96969-3056,"Av. Gen. Carlos Marciano de Medeiros, 73 - Qd 72 - Parque Fluminense, Duque de Caxias - RJ, 25045-100",4.1,,False,contato@chatuba.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
P&P Personalizados,"Japeri, RJ",papelaria,21) 96990-8585,"R. Japeri, 265 - Parque Sr. do Bonfim, Duque de Caxias - RJ, 25025-080",5.0,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
PaperBem Papelaria Criativa,"Japeri, RJ",papelaria,21) 97923-1280,"R. Albano, 157-127 - São José, Belford Roxo - RJ, 26185-260",,,False,contato@japerionline.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Pedacinho de Papel,"Japeri, RJ",papelaria,21) 99475-0567,"Estr. do Daniel - Parque Mucaja, Japeri - RJ, 26420-240",5.0,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Personalizando Sonhos,"Japeri, RJ",papelaria,21) 98067-8363,"R. Lages Brandão - Pauline, Belford Roxo - RJ, 26171-150",4.7,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Área X Lan House e Papelaria,"Japeri, RJ",papelaria,21) 96737-1527,"Jardim Limeira, Belford Roxo - RJ, 26187-180",4.5,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
2J SERRALHERIA,"Japeri, RJ",serralheria,,"Estr. Santo Antônio, 50 - Eng. Pedreira, Japeri - RJ, 26455-280",5.0,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Porto Ferro,"Japeri, RJ",serralheria,21) 3691-0443,"R. Francisco Antônio Russo, 207 - Eng. Pedreira, Japeri - RJ, 26445-060",4.1,,False,contato@porto-ferro.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Loja do Allan,"Japeri, RJ",supermercado,21) 99512-6809,"R. Gameleiras, 36 - Parque Guandu, Japeri - RJ, 26420-080",5.0,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Mercadinho Beira Rio,"Japeri, RJ",supermercado,,"RJ-125 - Beira-Rio, Japeri - RJ",3.7,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
RL vidraçaria,"Japeri, RJ",vidraçaria,,"R. Newton, 26 - Eng. Pedreira, Japeri - RJ, 26445-020",5.0,,False,contato@rlvidracaria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Vridraçaria Delamares,"Japeri, RJ",vidraçaria,21) 3691-2511,"R. Pinare, 6 - Quadra 23 s/n - Comércio, Japeri - RJ, 26465-380",4.3,,False,contato@japeri.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia & Tattoo Baguete,"Mesquita, RJ",barbearia,21) 96490-4907,"R. Cosmorama, 934 - Cosmorama, Mesquita - RJ, 26582-020",4.8,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia JF,"Mesquita, RJ",barbearia,,"Rua Célio de Azevedo, n° 89 - Vila Norma, Mesquita - RJ, 26572-400",5.0,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Lobojr / Vila Emil /mesquita,"Mesquita, RJ",barbearia,21) 99227-1465,"Av. Baronesa de Mesquita, 1534 - Vila Emil, Mesquita - RJ, 26551-470",5.0,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Mais Velho Mais Novo,"Mesquita, RJ",barbearia,21) 3765-7461,"R. Alm. Batista das Neves - Chatuba, Mesquita - RJ, 26585-040",5.0,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Urbana,"Mesquita, RJ",barbearia,21) 97339-5790,"R. Maria Mendes Vechi, 57 - Centro, Mesquita - RJ, 26553-070",4.9,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Vet Rizo,"Mesquita, RJ",clínica veterinária,21) 3763-3647,"Av. Gov. Celso Peçanha, 138 - Centro, Mesquita - RJ, 26551-200",5.0,,False,contato@riovet.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Profit Pilates e Yoga,"Mesquita, RJ",estúdio de pilates,21) 97934-0350,"R. Hipólito, 60 - Vila Emil, Mesquita - RJ, 26551-490",5.0,,False,contato@profitstudio.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Floricultura Bibi Flores,"Mesquita, RJ",floricultura,21) 98693-2655,"Av. Eternidade, 231 - Cosmorama, Mesquita - RJ, 26582-010",5.0,,False,contato@bibifloresrj.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
ATELIÊ MFXJOIAS,"Mesquita, RJ",joalheria,21) 3589-4658,"R. Josefina, 868 - Santo Elias, Mesquita - RJ, 26560-542",4.0,,False,contato@endymesquita.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Biju e Acessórios Dois Irmãos,"Mesquita, RJ",joalheria,,"R. Paz e Amor, 26 - Jacutinga, Mesquita - RJ, 26562-330",,,False,contato@maniadebiju.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Churrasco do Nato,"Mesquita, RJ",lanchonete,21) 2792-4991,"R. Raul, 74 - Centro, Mesquita - RJ, 26551-210",4.6,,False,contato@tudonagrelha.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Acqua lavanderia Vila Valqueire,"Mesquita, RJ",lavanderia,21) 99910-0042,"Praça Saiqui, 42 - Loja A - Vila Valqueire, Rio de Janeiro - RJ, 21330-320",5.0,,False,contato@institutoacqua.org.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Bazar Patrigual,"Mesquita, RJ",material de construção,21) 2796-5491,"R. Ambrósio, 221 - Vila Emil, Mesquita - RJ, 26580-250",4.7,,False,contato@bazarcasamaria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Bazar Reve Materiais de Construção,"Mesquita, RJ",material de construção,21) 96877-5418,"Av. Dona Delfina Borges, 752 - Jacutinga, Mesquita - RJ, 26230-000",4.6,,False,contato@bazarcasamaria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
